242793645	
587491826	974480509	1411245007	346800541	849609681	1611139137	1113941050	1141721427	2024664808	1024767248	
1415623227	1569954745	791371403	1282555600	470589134	147040630	366378111	1552336893	831468966	17653002	
1529367736	268534038	495237920	1612115911	754273311	1460452313	376056813	1726222857	801136403	1835903172	
1969016503	1388628229	662900034	1232777862	1735428770	1512509715	696433351	701886172	506747494	573614511	
1726653421	1922370721	2143569256	370541176	1057442673	466674743	517581806	1423820785	2019011636	1349050773	
1441473787	1400895724	1617584811	1936711707	865527987	224374474	1249680372	1241584801	1950597331	2050816775	
930004325	1772130186	1291961356	1592904359	857424400	879906478	957930426	1553857752	1581792651	1464677920	
2127472263	1160962424	1239564994	2123557872	1531503600	149524019	442748967	2049085407	1573344804	314276955	
1250652532	867334944	1715172679	720753695	656563003	433217019	945128169	1906243376	1674801820	748241852	
1809576503	457322497	372888391	954054212	2050226857	1230312791	1833960690	860673635	636686895	1268269693	
177867908	616675511	281748469	1417432902	592749735	1813252070	1566956921	1035498702	1714853829	992818078	
1349775657	818022713	1860153022	917464688	1538776408	369232377	1350681707	336420929	127992105	877999879	
1084662781	1937568609	1335322377	1457551172	744139173	1238065586	540380316	430616215	2098739221	1177067211	
1698885909	129123481	1793742722	1980634378	1546556383	239008809	1646402800	966029657	1274507511	1213772981	
1958847735	476799520	2031795694	1671517109	1394264209	1423088454	2040749486	597462268	1759509383	21257944	
1475462148	696688517	1958826553	663300877	6756041	555482078	1901366463	547136357	986098293	1852622036	
1724203569	537500554	1981745518	1370462643	370651285	1380818253	1609471453	2017054085	199364262	736495316	
1083343419	10728349	1213294837	967655465	1682245458	460075398	243260272	1575511297	1057537666	2002769655	
1596769241	385516166	551974524	1408112146	1048817043	558730566	1963594224	802699858	1105866923	802208869	
507838247	682586844	1339709424	342100117	2053049488	1710360709	1722918370	1515037293	1579931146	1922282633	
104048961	515790917	1933010982	1317343798	1483446383	1467772793	1777419196	1726706655	895800442	687473215	
1581992662	345086035	1072989381	2133967187	1753198181	2121806425	545214105	1569308757	777022635	1651081028	
224033978	1284860882	186184225	1563743402	1626960999	91750065	1126620463	1202395722	1606787358	559067962	
977194707	1710836319	1074858879	762722041	880696470	410821614	83011186	510632018	2137528269	978811628	
1198105233	1572037284	1323897663	123610967	1558520823	929612196	97933744	2103734928	351437305	874956379	
1607332308	575471284	12333614	1793516533	2139214686	1639294613	1885266598	1118351502	694206687	1344570308	
1677419464	1671401394	907922980	604794695	286639788	1788619450	1015616310	369650974	151767820	1005660931	
1348462603	1349873054	430214567	524876618	1473484021	1988735390	1454488815	1571417765	1944986670	1805926120	
298890496	1404835331	233913756	311224110	1050868216	225644795	1950518724	788651167	1343996297	497241763	
2133221475	873932113	21159510	893660807	1478726808	307799298	534796609	346859470	677450272	686564430	
1352520402	2025912875	2036437484	1782734969	403305846	1362437857	1623986712	1857794661	786371974	1421489734	
1516237133	1085262470	678841417	1750150890	1396486581	1729709634	1975795685	1199521657	370877153	1172308334	
1696763420	356614980	2046240447	1717922930	1250275788	1377483607	2025722228	1785072397	1724343078	555688853	
324153179	929379832	434118080	213107015	564631153	837423926	1575544872	41134217	547734939	214433198	
1462623952	2063972073	1299695669	2141465369	1666639315	548698602	1723691355	1494951352	1748220259	2094568508	
519776038	1297500031	303699841	418532837	867939314	1553975629	1796016444	746177894	1191564378	1372875874	
1301866747	1515717558	154772058	1735984828	1728824573	719403212	425925106	1156885798	760537429	973660046	
1371318996	75677733	890148471	523531017	69659455	409304138	1072229619	1793350810	1904255490	672966230	
1740435671	276547880	1970466262	2044135512	695080717	690921928	1450627493	343613513	1437099822	494708223	
1716489388	591482922	2010425781	1871261446	179984102	1591766707	443181010	605909208	601168857	1203718440	
1579569254	1972487853	1279396173	322234077	348535223	1349055628	731538215	1420764842	994922791	488310057	
2093731073	587874814	764857937	1916713687	484526678	1459938654	460151967	1935154171	1803552168	1897251789	
282378746	1372557908	341251063	145320880	1096335706	521235165	1737087587	1539516717	1127144374	190772796	
595751509	559229980	15777001	1875147682	881464058	364312224	1076719663	1613002273	1785077067	2071642454	
2101312331	1731324492	512033620	718686620	1500554531	996560298	31141627	1960706498	784230821	1834693795	
1710474639	1066609567	1059768055	2051725703	1211930447	8620113	425477220	801534386	1548136830	1552621594	
992307182	2143888339	2111851575	1008084184	1871552374	845831985	1372396408	800788389	311350610	1009989827	
724947195	265179293	593830671	1236980815	983865914	2094385202	86057465	1015007541	1907608052	870288286	
702217688	1470599044	1936897853	1761985743	1374841099	1001344653	1770605856	1800318319	1802879039	1171259039	
1205456266	647702574	1167663730	1169824193	1655786758	891732456	2015656178	880699518	1692520845	179523140	
1890689346	269984392	444702434	337036369	1506965207	1428568348	283937924	1593022672	296092241	44062328	
315827310	998309929	1514661372	105241516	612812024	742018823	1106586169	235934232	394853495	761981560	
1407193271	1600309761	1409684134	427373354	622650306	917987244	1319105810	490822836	1798686763	864143008	
670345976	1541892461	1134127400	1115048410	1878928830	493608960	396133110	15383106	2086631632	692225351	
59445435	254975295	1690535280	1574106807	360216811	155863656	168641983	1466802980	391797889	563495478	
81300892	1798991160	16321591	1490985027	78880866	638971897	261488623	1397986677	1129794733	2060175386	
114646037	1800140709	1454584199	1248773437	767705472	1186029382	1742382397	1163838582	1201412488	1681530382	
1856063934	1260857923	1936505677	1399115566	687481083	149238840	1554979223	856123066	1616041820	1946777112	
1419618544	1697342712	1598284624	1435940135	1040844091	1677165491	2074912032	1302332715	927668520	1057223117	
1215024453	1042314557	709880178	522125005	143604346	1477585650	1708154387	1885986744	493940585	762083227	
1420033478	202520871	2022941151	1209055507	1601636437	562938586	1358294347	1009132012	1419061652	826852519	
808425476	691196548	376711583	259226453	2127136683	1417555675	1936391944	2054565067	572404742	716576816	
964304536	1787429195	1758891373	1674184714	162070552	1902495719	1004286717	1870224939	1640998815	1498227302	
484824519	913548645	1700748173	360282022	2122604152	1154900962	923220608	1333414851	16549327	194798612	
12783722	824974803	885995160	389495306	1084201256	865648195	1807050981	873109552	772729614	231972075	
1589686368	1737034150	2019401270	1201094093	1263735216	33988175	956106165	120538285	1904213114	449621332	
1618765587	241553985	1363169978	1172030112	601836007	1338290482	179447427	1525056615	524221686	195996754	
1719855227	537005408	1020971557	458366739	926500714	2105172814	1324014934	586068047	830798718	2096744548	
818040122	273001439	1686295050	689957745	1474095532	802546619	723945920	282718049	923084904	480675386	
